disegno_id;tipologia;dimensione;colore;posizione;orientamento;accuratezza;alim;io;sport;assoc
335;+;L;R-L;C;S;A-D;FALSE;TRUE;FALSE;--
308;+;L;R-L;C;S;A-D;TRUE;TRUE;FALSE;--
337;+;L;R-L;C;S;A-D;TRUE;TRUE;FALSE;++
336;+;L;R-L;C;S;A-D;TRUE;FALSE;FALSE;++
16;+-;N;R-L;C;S;NA-ND;FALSE;TRUE;FALSE;--
448;+;L;R-L;C;S;A-D;TRUE;TRUE;FALSE;++
226;+;L;R-L;C;S;NA-ND;TRUE;FALSE;FALSE;--
142;+;N;R-L;C;S;A-D;TRUE;FALSE;FALSE;--
46;+;L;R-L;P-LB;S;A-D;TRUE;FALSE;FALSE;--
146;+;L;R-L;C;S;NA-D;TRUE;TRUE;FALSE;++
